locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
SACI_RS00005,SACI_RS00005,Saci_0001,101.0,1261.0,+,AAA family ATPase,"Replication, recombination and repair",A0A0U3H3T6
SACI_RS00010,SACI_RS00010,Saci_0002,1294.0,1629.0,+,hypothetical protein,No COG annotation,A0A0U3FP71
SACI_RS00015,SACI_RS00015,Saci_0003,1665.0,2504.0,+,hypothetical protein,Function unknown,A0A0U2NAH6
SACI_RS00020,SACI_RS00020,Saci_0004,2553.0,3056.0,-,hypothetical protein,No COG annotation,A0A0U3HCE5
SACI_RS00025,SACI_RS00025,Saci_0005,3049.0,3768.0,-,hypothetical protein,No COG annotation,A0A0U3FGW8
SACI_RS00030,SACI_RS00030,Saci_0006,3801.0,4052.0,-,winged helix-turn-helix transcriptional regulator,Transcription,A0A0U3F8V4
SACI_RS11965,SACI_RS11965,Saci_0007,4138.0,4419.0,-,hypothetical protein,No COG annotation,UPI000782E83E
SACI_RS00035,ramA,Saci_0008,4456.0,5271.0,-,amidohydrolase,Function unknown,A0A0U3GLD2
SACI_RS00040,nadE,Saci_0009,5262.0,6101.0,-,NAD+ synthase,Coenzyme transport and metabolism,A0A0U3H6P7
SACI_RS00045,SACI_RS00045,Saci_0010,6117.0,7601.0,-,hypothetical protein,Function unknown,A0A0U2W771
SACI_RS00050,SACI_RS00050,Saci_0011,7727.0,8245.0,-,NTPase,Nucleotide transport and metabolism,A0A0U3GMM1
SACI_RS00055,SACI_RS00055,Saci_0012,8367.0,9035.0,+,chlorite dismutase family protein,Function unknown,A0A0U2X1L2
SACI_RS00060,nudF,Saci_0013,8989.0,9516.0,-,NUDIX hydrolase,"Replication, recombination and repair",A0A0U2Y9R3
SACI_RS00065,SACI_RS00065,Saci_0014,9521.0,10129.0,-,hypothetical protein,Function unknown,A0A0U3HBG1
SACI_RS00070,nfo,Saci_0015,10199.0,11032.0,+,TIM barrel protein,Carbohydrate transport and metabolism,A0A0U3GHG1
SACI_RS00075,SACI_RS00075,Saci_0016,11025.0,11702.0,+,phosphoglycolate phosphatase,Function unknown,A0A0U2VWY0
SACI_RS00080,SACI_RS00080,Saci_0017,11673.0,12182.0,-,methyltransferase domain-containing protein,"Translation, ribosomal structure and biogenesis",UPI0009B59A0C
SACI_RS00085,gph_1,Saci_0018,12269.0,12931.0,-,HAD family hydrolase,Function unknown,A0A0U3HMZ9
SACI_RS00090,SACI_RS00090,Saci_0019,12928.0,13242.0,-,transcriptional regulator,Transcription,A0A0U3FPJ0
SACI_RS00095,SACI_RS00095,Saci_0020,13239.0,14261.0,-,TIGR00303 family protein,Coenzyme transport and metabolism,A0A0U3H3Q8
SACI_RS00100,SACI_RS00100,Saci_0022,14302.0,14658.0,+,hypothetical protein,No COG annotation,A0A0U3GUC4
SACI_RS00105,nadA,Saci_0023,14685.0,15683.0,+,quinolinate synthase NadA,Coenzyme transport and metabolism,UPI0000552108
SACI_RS00110,kynu,Saci_0024,15604.0,16728.0,-,aminotransferase class V-fold PLP-dependent enzyme,Amino acid transport and metabolism,A0A0U3FP60
SACI_RS00115,acs,Saci_0025,16715.0,18421.0,-,AMP-binding protein,Lipid transport and metabolism,A0A0U2NAH0
SACI_RS00120,SACI_RS00120,Saci_0026,18433.0,18909.0,-,NOB1 family endonuclease,Defense mechanisms,A0A0U3HFG5
SACI_RS00125,nadK,Saci_0027,18899.0,19645.0,-,NAD(+)/NADH kinase,Nucleotide transport and metabolism,A0A0U3FGV3
SACI_RS00130,SACI_RS00130,Saci_0028,19654.0,20007.0,-,hypothetical protein,No COG annotation,A0A0U3F8U1
SACI_RS00135,SACI_RS00135,Saci_0029,20087.0,21088.0,+,NAD(P)/FAD-dependent oxidoreductase,"Post-translational modification, protein turnover,and chaperones",A0A0U3FYH3
SACI_RS00140,SACI_RS00140,Saci_0030,21085.0,21975.0,+,methyltransferase domain-containing protein,"Translation, ribosomal structure and biogenesis",A0A0U2X1J8
SACI_RS11510,SACI_RS11510,Saci_0031,21901.0,22383.0,-,DUF371 domain-containing protein,Function unknown,A0A0U3H4L1
SACI_RS00145,SACI_RS00145,Saci_0032,22370.0,22651.0,-,YhbY family RNA-binding protein,"Translation, ribosomal structure and biogenesis",UPI0002B2998B
SACI_RS11515,SACI_RS11515,Saci_0033,22557.0,22913.0,-,ribonuclease P,"Translation, ribosomal structure and biogenesis",UPI0000552112
SACI_RS00150,SACI_RS00150,Saci_0034,22932.0,23591.0,+,16S rRNA methyltransferase,"Translation, ribosomal structure and biogenesis",UPI0000552113
SACI_RS00155,SACI_RS00155,Saci_0035,23574.0,24155.0,-,hypothetical protein,No COG annotation,A0A0U3GX03
SACI_RS00160,SACI_RS00160,Saci_0037,24505.0,25560.0,-,hypothetical protein,Amino acid transport and metabolism,A0A0U3HBD1
SACI_RS00165,mqnD,Saci_0038,25618.0,26484.0,-,ABC transporter substrate-binding protein,Coenzyme transport and metabolism,A0A0U3FX22
SACI_RS00170,SACI_RS00170,Saci_0039,26513.0,27022.0,+,DUF84 family protein,Nucleotide transport and metabolism,A0A0U2NGA1
SACI_RS00175,SACI_RS00175,Saci_0040,27019.0,27600.0,-,hypothetical protein,No COG annotation,A0A0U3HMY4
SACI_RS00180,trxA,Saci_0041,27676.0,28014.0,-,thioredoxin,"Post-translational modification, protein turnover,and chaperones",A0A0U2Y1X2
SACI_RS00185,SACI_RS00185,Saci_0042,28098.0,28811.0,+,D-aminoacyl-tRNA deacylase,Function unknown,A0A0U3FGG2
SACI_RS00190,pspB,Saci_0043,28791.0,29417.0,-,histidine phosphatase family protein,Carbohydrate transport and metabolism,A0A0U3H3Q3
SACI_RS00195,IMPDH_1,Saci_0044,29614.0,30108.0,+,CBS domain-containing protein,Function unknown,A0A0U3GVE4
SACI_RS00200,SACI_RS00200,Saci_0045,30140.0,30481.0,+,hypothetical protein,No COG annotation,A0A0U2NAF9
SACI_RS00205,SACI_RS00205,Saci_0046,30432.0,32177.0,-,hypothetical protein,No COG annotation,A0A0U3HFF5
SACI_RS00210,rihA_1,Saci_0047,32386.0,33312.0,+,nucleoside hydrolase,Nucleotide transport and metabolism,A0A0U3GPP9
SACI_RS00215,SACI_RS00215,Saci_0048,33275.0,33697.0,-,transcriptional repressor,Transcription,A0A0U2W5E0
SACI_RS00220,SACI_RS00220,Saci_0049,34242.0,34703.0,+,hypothetical protein,No COG annotation,A0A0U3GLA1
SACI_RS00225,SACI_RS00225,Saci_0050,34784.0,35782.0,-,DNA double-strand break repair nuclease NurA,Function unknown,A0A0U2X1I6
SACI_RS00230,smc_1,Saci_0051,35772.0,38432.0,-,AAA family ATPase,"Replication, recombination and repair",A0A0U3H4J7
SACI_RS00235,cpdA,Saci_0052,38429.0,39577.0,-,exonuclease SbcCD subunit D,"Replication, recombination and repair",A0A0U3HBD0
SACI_RS00240,SACI_RS00240,Saci_0053,39583.0,41070.0,-,ATP-binding protein,"Replication, recombination and repair",A0A0U3GHC8
SACI_RS00245,SACI_RS00245,Saci_0054,41173.0,41547.0,-,hypothetical protein,No COG annotation,A0A0U3FX00
SACI_RS00250,SACI_RS00250,Saci_0055,41687.0,42094.0,-,hypothetical protein,No COG annotation,A0A0U3FQ04
