locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS00005	NC_007181.1	101.0	1261.0	+	Saci_0001	Saci_0001			AAA family ATPase		WP_011276932.1
SACI_RS00010	NC_007181.1	1294.0	1629.0	+	Saci_0002	Saci_0002	Sacid_00002		hypothetical protein	hypothetical protein	WP_011276933.1
SACI_RS00015	NC_007181.1	1665.0	2504.0	+	Saci_0003	Saci_0003	Sacid_00003		hypothetical protein	hypothetical protein	WP_011276934.1
SACI_RS00020	NC_007181.1	2553.0	3056.0	-	Saci_0004	Saci_0004	Sacid_00004		hypothetical protein	hypothetical protein	WP_015385334.1
SACI_RS00025	NC_007181.1	3049.0	3768.0	-	Saci_0005	Saci_0005	Sacid_00005		hypothetical protein	hypothetical protein	WP_011276936.1
SACI_RS00030	NC_007181.1	3801.0	4052.0	-	Saci_0006	Saci_0006	Sacid_00006		winged helix-turn-helix transcriptional regulator	hypothetical protein	WP_011276937.1
SACI_RS11965	NC_007181.1	4138.0	4419.0	-	Saci_0007	Saci_0007	Sacid_00007		hypothetical protein	hypothetical protein	WP_061972215.1
SACI_RS00035	NC_007181.1	4456.0	5271.0	-	ramA	Saci_0008	Sacid_00008		amidohydrolase	(R)-stereoselective amidase	WP_011276939.1
SACI_RS00040	NC_007181.1	5262.0	6101.0	-	nadE	Saci_0009	Sacid_00009		NAD+ synthase	NH(3)-dependent NAD(+) synthetase	WP_011276940.1
SACI_RS00045	NC_007181.1	6117.0	7601.0	-	Saci_0010	Saci_0010	Sacid_00010		hypothetical protein	hypothetical protein	WP_015385338.1
SACI_RS00050	NC_007181.1	7727.0	8245.0	-	Saci_0011	Saci_0011	Sacid_00011		NTPase	Nucleoside-triphosphatase THEP1	WP_011276942.1
SACI_RS00055	NC_007181.1	8367.0	9035.0	+	Saci_0012	Saci_0012	Sacid_00012		chlorite dismutase family protein	hypothetical protein	WP_011276943.1
SACI_RS00060	NC_007181.1	8989.0	9516.0	-	nudF	Saci_0013	Sacid_00013		NUDIX hydrolase	ADP-ribose pyrophosphatase	WP_011276944.1
SACI_RS00065	NC_007181.1	9521.0	10129.0	-	Saci_0014	Saci_0014	Sacid_00014		hypothetical protein	hypothetical protein	WP_011276945.1
SACI_RS00070	NC_007181.1	10199.0	11032.0	+	nfo	Saci_0015	Sacid_00015		TIM barrel protein	endonuclease 4	WP_011276946.1
SACI_RS00075	NC_007181.1	11025.0	11702.0	+	Saci_0016	Saci_0016	Sacid_00016		phosphoglycolate phosphatase	hypothetical protein	WP_011276947.1
SACI_RS00080	NC_007181.1	11673.0	12182.0	-	Saci_0017	Saci_0017	Sacid_00017		methyltransferase domain-containing protein	hypothetical protein	WP_080504000.1
SACI_RS00085	NC_007181.1	12269.0	12931.0	-	gph_1	Saci_0018	Sacid_00018		HAD family hydrolase	Phosphoglycolate phosphatase	WP_011276949.1
SACI_RS00090	NC_007181.1	12928.0	13242.0	-	Saci_0019	Saci_0019	Sacid_00019		transcriptional regulator	hypothetical protein	WP_011276950.1
SACI_RS00095	NC_007181.1	13239.0	14261.0	-	Saci_0020	Saci_0020	Sacid_00020		TIGR00303 family protein	hypothetical protein	WP_011276951.1
SACI_RS00100	NC_007181.1	14302.0	14658.0	+	Saci_0022	Saci_0022	Sacid_00021		hypothetical protein	hypothetical protein	WP_011276953.1
SACI_RS00105	NC_007181.1	14685.0	15683.0	+	nadA	Saci_0023	Sacid_00022		quinolinate synthase NadA	Quinolinate synthase A	WP_011276954.1
SACI_RS00110	NC_007181.1	15604.0	16728.0	-	kynu	Saci_0024	Sacid_00023		aminotransferase class V-fold PLP-dependent enzyme	Kynureninase	WP_011276955.1
SACI_RS00115	NC_007181.1	16715.0	18421.0	-	acs	Saci_0025	Sacid_00024		AMP-binding protein	Acetyl-coenzyme A synthetase	WP_011276956.1
SACI_RS00120	NC_007181.1	18433.0	18909.0	-	Saci_0026	Saci_0026	Sacid_00025		NOB1 family endonuclease	hypothetical protein	WP_011276957.1
SACI_RS00125	NC_007181.1	18899.0	19645.0	-	nadK	Saci_0027	Sacid_00026		NAD(+)/NADH kinase	NAD kinase	WP_011276958.1
SACI_RS00130	NC_007181.1	19654.0	20007.0	-	Saci_0028	Saci_0028	Sacid_00027		hypothetical protein	hypothetical protein	WP_015385341.1
SACI_RS00135	NC_007181.1	20087.0	21088.0	+	Saci_0029	Saci_0029	Sacid_00028		NAD(P)/FAD-dependent oxidoreductase	Ferredoxin--NADP reductase	WP_015385342.1
SACI_RS00140	NC_007181.1	21085.0	21975.0	+	Saci_0030	Saci_0030	Sacid_00029		methyltransferase domain-containing protein	hypothetical protein	WP_011276961.1
SACI_RS11510	NC_007181.1	21901.0	22383.0	-	Saci_0031	Saci_0031	Sacid_00030		DUF371 domain-containing protein	hypothetical protein	WP_011276962.1
SACI_RS00145	NC_007181.1	22370.0	22651.0	-	Saci_0032	Saci_0032	Sacid_00031		YhbY family RNA-binding protein	hypothetical protein	WP_015385343.1
SACI_RS11515	NC_007181.1	22557.0	22913.0	-	Saci_0033	Saci_0033			ribonuclease P		WP_011276964.1
SACI_RS00150	NC_007181.1	22932.0	23591.0	+	Saci_0034	Saci_0034	Sacid_00032		16S rRNA methyltransferase	hypothetical protein	WP_011276965.1
SACI_RS00155	NC_007181.1	23574.0	24155.0	-	Saci_0035	Saci_0035	Sacid_00033		hypothetical protein	hypothetical protein	WP_011276966.1
SACI_RS00160	NC_007181.1	24505.0	25560.0	-	Saci_0037	Saci_0037	Sacid_00035		hypothetical protein	hypothetical protein	WP_011276968.1
SACI_RS00165	NC_007181.1	25618.0	26484.0	-	mqnD	Saci_0038	Sacid_00036		ABC transporter substrate-binding protein	"1,4-dihydroxy-6-naphtoate synthase"	WP_011276969.1
SACI_RS00170	NC_007181.1	26513.0	27022.0	+	Saci_0039	Saci_0039	Sacid_00037		DUF84 family protein	Inosine/xanthosine triphosphatase	WP_011276970.1
SACI_RS00175	NC_007181.1	27019.0	27600.0	-	Saci_0040	Saci_0040	Sacid_00038		hypothetical protein	hypothetical protein	WP_011276971.1
SACI_RS00180	NC_007181.1	27676.0	28014.0	-	trxA	Saci_0041	Sacid_00039		thioredoxin	Thioredoxin	WP_011276972.1
SACI_RS00185	NC_007181.1	28098.0	28811.0	+	Saci_0042	Saci_0042	Sacid_00040		D-aminoacyl-tRNA deacylase	hypothetical protein	WP_011276973.1
SACI_RS00190	NC_007181.1	28791.0	29417.0	-	pspB	Saci_0043	Sacid_00041		histidine phosphatase family protein	Putative phosphoserine phosphatase 2	WP_011276974.1
SACI_RS00195	NC_007181.1	29614.0	30108.0	+	IMPDH_1	Saci_0044	Sacid_00042		CBS domain-containing protein	Inosine-5'-monophosphate dehydrogenase	WP_011276975.1
SACI_RS00200	NC_007181.1	30140.0	30481.0	+	Saci_0045	Saci_0045	Sacid_00043		hypothetical protein	hypothetical protein	WP_011276976.1
SACI_RS00205	NC_007181.1	30432.0	32177.0	-	Saci_0046	Saci_0046	Sacid_00044		hypothetical protein	hypothetical protein	WP_011276977.1
SACI_RS00210	NC_007181.1	32386.0	33312.0	+	rihA_1	Saci_0047	Sacid_00045		nucleoside hydrolase	Pyrimidine-specific ribonucleoside hydrolase RihA	WP_011276978.1
SACI_RS00215	NC_007181.1	33275.0	33697.0	-	Saci_0048	Saci_0048	Sacid_00046		transcriptional repressor	hypothetical protein	WP_011276979.1
SACI_RS00220	NC_007181.1	34242.0	34703.0	+	Saci_0049	Saci_0049	Sacid_00047		hypothetical protein	hypothetical protein	WP_011276980.1
SACI_RS00225	NC_007181.1	34784.0	35782.0	-	Saci_0050	Saci_0050	Sacid_00048		DNA double-strand break repair nuclease NurA	hypothetical protein	WP_011276981.1
SACI_RS00230	NC_007181.1	35772.0	38432.0	-	smc_1	Saci_0051	Sacid_00049		AAA family ATPase	Chromosome partition protein Smc	WP_011276982.1
SACI_RS00235	NC_007181.1	38429.0	39577.0	-	cpdA	Saci_0052	Sacid_00050		exonuclease SbcCD subunit D	"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA"	WP_011276983.1
SACI_RS00240	NC_007181.1	39583.0	41070.0	-	Saci_0053	Saci_0053	Sacid_00051		ATP-binding protein	hypothetical protein	WP_011276984.1
SACI_RS00245	NC_007181.1	41173.0	41547.0	-	Saci_0054	Saci_0054	Sacid_00052		hypothetical protein	hypothetical protein	WP_015385345.1
SACI_RS00250	NC_007181.1	41687.0	42094.0	-	Saci_0055	Saci_0055	Sacid_00053		hypothetical protein	hypothetical protein	WP_011276986.1
SACI_RS00255	NC_007181.1	42224.0	43735.0	+	nnr	Saci_0057	Sacid_00054		bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	WP_011276987.1
SACI_RS00260	NC_007181.1	43732.0	44193.0	-	bcpB	Saci_0058	Sacid_00055		peroxiredoxin	Putative peroxiredoxin	WP_011276988.1
SACI_RS00265	NC_007181.1	44258.0	45793.0	+	ppcA	Saci_0059	Sacid_00056		phosphoenolpyruvate carboxylase	Phosphoenolpyruvate carboxylase	WP_015385346.1
SACI_RS00270	NC_007181.1	45790.0	46605.0	+	Saci_0060	Saci_0060	Sacid_00057		hypothetical protein	hypothetical protein	WP_011276990.1
SACI_RS00275	NC_007181.1	46630.0	47589.0	-	meaB	Saci_0061	Sacid_00058		"Lysine arginine ornithine transport system kinase, methylmalonyl Co-A mutase-associated GTPase MeaB"	putative GTPase	WP_011276991.1
SACI_RS00280	NC_007181.1	47573.0	47995.0	-	scpA	Saci_0062	Sacid_00059		cobalamin B12-binding domain-containing protein	Methylmalonyl-CoA mutase	WP_011276992.1
SACI_RS00290	NC_007181.1	48401.0	48601.0	+	Saci_0064	Saci_0064	Sacid_00061		DNA-binding protein	hypothetical protein	WP_011276993.1
SACI_RS00295	NC_007181.1	48720.0	49055.0	+	Saci_0065	Saci_0065	Sacid_00062		hypothetical protein	hypothetical protein	WP_011276994.1
SACI_RS00305	NC_007181.1	49408.0	50886.0	+	lysS	Saci_0067	Sacid_00063		lysine--tRNA ligase	Lysine--tRNA ligase	WP_015385348.1
SACI_RS00310	NC_007181.1	50870.0	51946.0	-	Saci_0068	Saci_0068	Sacid_00064		site-2 protease family protein	hypothetical protein	WP_011276996.1
SACI_RS00315	NC_007181.1	51981.0	52646.0	+	Saci_0069	Saci_0069	Sacid_00065		nucleotidyltransferase domain-containing protein	hypothetical protein	WP_011276997.1
SACI_RS00320	NC_007181.1	52633.0	53166.0	+	Saci_0070	Saci_0070	Sacid_00066		DUF1122 family protein	hypothetical protein	WP_011276998.1
SACI_RS00325	NC_007181.1	53147.0	54160.0	+	Saci_0071	Saci_0071	Sacid_00067		radical SAM protein	hypothetical protein	WP_011276999.1
SACI_RS00330	NC_007181.1	54137.0	55165.0	-	Saci_0072	Saci_0072	Sacid_00068		mRNA surveillance protein pelota	hypothetical protein	WP_011277000.1
SACI_RS00335	NC_007181.1	55188.0	55652.0	+	rimI	Saci_0073	Sacid_00069		ribosomal protein S18-alanine N-acetyltransferase	hypothetical protein	WP_011277001.1
SACI_RS00340	NC_007181.1	55685.0	58033.0	+	polB	Saci_0074	Sacid_00070		DNA polymerase II	DNA polymerase II	WP_011277002.1
SACI_RS00345	NC_007181.1	58023.0	59261.0	-	Saci_0075	Saci_0075	Sacid_00071		DNA primase	hypothetical protein	WP_011277003.1
SACI_RS00350	NC_007181.1	59271.0	60356.0	-	Saci_0076	Saci_0076	Sacid_00072		tyrosine--tRNA ligase	hypothetical protein	WP_011277004.1
SACI_RS00355	NC_007181.1	60401.0	60751.0	-	Saci_0077	Saci_0077	Sacid_00073		hypothetical protein	hypothetical protein	WP_011277005.1
SACI_RS00360	NC_007181.1	60797.0	61237.0	-	Saci_0078	Saci_0078	Sacid_00074		YjbQ family protein	hypothetical protein	WP_015385349.1
SACI_RS00365	NC_007181.1	61236.0	62510.0	+	Saci_0079	Saci_0079	Sacid_00075		AIR synthase	hypothetical protein	WP_011277007.1
SACI_RS00370	NC_007181.1	62537.0	63049.0	+	Saci_0080	Saci_0080	Sacid_00076		30S ribosomal protein S13	hypothetical protein	WP_011277008.1
SACI_RS00375	NC_007181.1	63067.0	63597.0	+	Saci_0081	Saci_0081	Sacid_00077		30S ribosomal protein S4	hypothetical protein	WP_011277009.1
SACI_RS00380	NC_007181.1	63581.0	63979.0	+	rpsK	Saci_0082	Sacid_00078		30S ribosomal protein S11	30S ribosomal protein S11	WP_011277010.1
SACI_RS00385	NC_007181.1	63991.0	64785.0	+	Saci_0083	Saci_0083	Sacid_00079		DNA-directed RNA polymerase subunit D	hypothetical protein	WP_011277011.1
SACI_RS00390	NC_007181.1	64785.0	65141.0	+	Saci_0084	Saci_0084	Sacid_00080		50S ribosomal protein L18e	hypothetical protein	WP_015385350.1
SACI_RS00395	NC_007181.1	65138.0	65584.0	+	Saci_0085	Saci_0085	Sacid_00081		50S ribosomal protein L13	hypothetical protein	WP_011277013.1
SACI_RS00400	NC_007181.1	65581.0	65997.0	+	rpsI	Saci_0086	Sacid_00082		30S ribosomal protein S9	30S ribosomal protein S9	WP_011277014.1
SACI_RS00405	NC_007181.1	66004.0	66204.0	+	Saci_0087	Saci_0087	Sacid_00083		DNA-directed RNA polymerase subunit N	hypothetical protein	WP_011277015.1
SACI_RS00410	NC_007181.1	66214.0	66891.0	+	Saci_0088	Saci_0088	Sacid_00084		30S ribosomal protein S2	hypothetical protein	WP_011277016.1
SACI_RS00415	NC_007181.1	66888.0	67742.0	+	amrB	Saci_0089	Sacid_00085		AmmeMemoRadiSam system protein B	hypothetical protein	WP_011277017.1
SACI_RS00420	NC_007181.1	67735.0	68421.0	+	Saci_0090	Saci_0090	Sacid_00086		hypothetical protein	hypothetical protein	WP_011277018.1
SACI_RS00425	NC_007181.1	68396.0	69499.0	+	fni	Saci_0091	Sacid_00087		type 2 isopentenyl-diphosphate Delta-isomerase	Isopentenyl-diphosphate delta-isomerase	WP_080504001.1
